COD_COMUNA,COD_ZonLoc,Clave,Nombre,Tipo,COD_REGION,REGION,COD_PROVIN,PROVINCIA,NOMBRE_COM,PobTotH,PobTotM,Pob_0_5,Pob_6_10,Pob_11_15,Pob_16_20,Pob_21_25,Pob_26_30,Pob_31_35,Pob_36_40,Pob_41_45,Pob_46_50,Pob_51_55,Pob_56_60,Pob_61_65,Pob_66_70,Pob_71_75,Pob_76_80,Pob_81_85,Pob_86_90,Pob_mayor_,Emig_10_17,Emig_00_09,Emig_90_99,Emig_ant90,AsisEdu_SI,AsisEdu_NO,AsisEdu_Nu,Curso_0,Curso_1,Curso_2,Curso_3,Curso_4,Curso_5,Curso_6,Curso_7,Curso_8,PobIndigen,ind_Mapuch,ind_Aymara,ind_RapaNu,ind_LicanA,ind_Quechu,ind_Colla,ind_Diagui,ind_Kawesq,ind_Yagan_,ind_Otros,indG_Mapuc,indG_Aymar,indG_RapaN,indG_Lican,indG_Quech,indG_Colla,indG_Diagu,indG_Kawes,indG_Yagan,indG_Otros,ind_o_Lafq,ind_o_Pehu,ind_o_Huil,ind_o_Picu,ind_o_Chan,ind_o_Chon,ind_o_Ona,ind_o_Tehu,ind_o_AL,ind_o_Mund,ind_o_Afro,ind_o_Otro,ind_o_NoDe,Trabajo_1,Trabajo_2,Trabajo_3,Trabajo_4,Trabajo_5,Trabajo_6,Trabajo_7,Trabajo_8
6114,6114042008,6114042008,RINCONADA,Zona,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O´HIGGINS,61,CACHAPOAL,QUINTA DE TILCOCO,6489,6458,933,866,884,793,823,996,886,838,902,960,1018,847,681,549,398,261,163,102,47,91,13,2,8,3227,8878,571,714,984,1462,1258,3695,926,1018,495,1533,654,590,10,7,0,7,2,3,2,1,32,596,10,7,0,7,2,3,2,1,26,0,4,2,0,0,0,0,0,0,0,0,0,26,5436,126,239,326,861,1623,1258,406
6115,6115112901,6115112901,VILLA LAS HOJAS,Zona,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O´HIGGINS,61,CACHAPOAL,RENGO,28734,29880,4848,4310,4138,4071,4235,4721,4107,3795,4011,4071,3963,3391,2696,2214,1668,1121,643,405,206,480,57,59,47,16577,37922,2834,3525,4451,7069,5759,16616,4312,4267,2077,5917,3868,3505,73,11,10,33,4,37,4,6,185,3511,73,11,10,33,4,37,4,6,179,0,1,3,2,1,0,2,0,6,40,1,0,129,24218,320,1150,1833,4060,6345,5417,1887
6116,6116062025,6116062025,TOTIHUE,Zona,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O´HIGGINS,61,CACHAPOAL,REQUÍNOA,14080,13803,2360,2107,2006,2005,2075,2057,1871,1853,2147,2078,2036,1568,1214,929,661,433,273,134,76,241,62,28,38,7967,17883,1276,1730,2061,3220,2627,7459,2141,1894,1032,3265,2271,2117,15,7,0,15,1,12,0,2,102,2125,15,7,0,15,1,12,0,2,94,0,0,4,4,0,0,0,0,2,0,0,0,92,11924,145,624,759,1978,3213,1889,764
6117,6117122027,6117122027,ZÚÑIGA 2,Zona,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O´HIGGINS,61,CACHAPOAL,SAN VICENTE,23223,23403,3449,3256,3166,2846,2859,3378,3096,3107,3309,3267,3608,3030,2455,1923,1546,1044,709,408,170,456,84,44,62,12096,31669,1956,2830,3424,5337,4562,13274,3703,3227,1596,4974,2357,2088,39,13,1,14,9,33,1,0,159,2103,39,13,1,14,9,33,1,0,144,0,6,7,2,0,1,0,0,2,5,3,0,133,19068,333,1056,1309,2868,5492,5062,1494
6201,6201062027,6201062027,TANUMÉ,Zona,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O´HIGGINS,62,CARDENAL CARO,PICHILEMU,8217,8050,1189,1039,1089,848,955,1265,1212,1100,1158,1187,1238,1091,911,674,525,371,240,118,57,318,62,32,33,3687,11349,893,942,982,1799,1685,4814,1376,1247,463,1533,1051,925,25,6,3,6,0,13,1,1,71,934,25,6,3,6,0,13,1,1,62,0,2,3,4,2,0,1,1,2,2,0,0,54,6902,232,334,403,857,1813,1874,585
6202,6202042901,6202042901,TRIGO VIEJO,Zona,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O´HIGGINS,62,CARDENAL CARO,LA ESTRELLA,1600,1437,156,186,179,154,140,190,187,184,212,245,250,256,198,166,132,88,53,38,23,25,1,2,1,597,2231,160,130,191,331,308,853,248,239,104,411,103,89,2,2,0,3,4,1,0,0,2,89,2,2,0,3,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1266,39,54,48,136,455,422,84
6203,6203072016,6203072016,VILLA MANANTIALES,Zona,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O´HIGGINS,62,CARDENAL CARO,LITUECHE,3260,2978,434,414,376,328,395,451,390,368,442,470,490,434,357,316,223,164,104,55,27,59,6,2,4,1367,4351,390,299,423,605,621,1686,510,572,204,717,229,205,3,1,0,4,0,3,0,1,12,206,3,1,0,4,0,3,0,1,11,0,1,0,0,0,0,0,0,0,0,0,0,11,2595,77,120,122,327,888,747,157
6204,6204032004,6204032004,TRINIDAD,Zona,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O´HIGGINS,62,CARDENAL CARO,MARCHIHUE,3744,3561,469,424,467,390,440,468,451,461,538,583,574,505,419,370,285,215,120,83,43,98,7,4,6,1554,5201,425,358,481,707,738,2054,558,681,251,904,297,258,6,2,1,6,0,2,0,1,21,258,6,2,1,6,0,2,0,1,21,0,0,0,0,0,0,0,0,4,0,7,0,10,3039,62,138,133,394,980,1038,155
6205,6205052030,6205052030,VEGA LA BOCA,Localidad,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O´HIGGINS,62,CARDENAL CARO,NAVIDAD,3473,3162,459,344,327,332,311,438,403,352,411,462,525,503,461,394,350,253,163,104,43,56,11,13,9,1300,4845,327,311,393,676,665,1865,537,793,177,650,328,274,19,0,0,2,0,7,1,1,24,283,19,0,0,2,0,7,1,1,15,0,1,4,4,0,0,0,0,0,1,0,0,14,2441,114,147,151,267,1049,1117,181
6206,6206052035,6206052035,SAN PEDRO DE ALCÁNTARA,Zona,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O´HIGGINS,62,CARDENAL CARO,PAREDONES,3220,2967,339,356,361,323,326,338,341,355,444,550,502,473,380,306,266,238,156,85,48,20,7,2,3,1343,4137,597,245,424,557,612,1401,463,661,215,922,192,173,2,2,0,0,0,4,0,1,10,173,2,2,0,0,0,4,0,1,10,0,0,0,0,0,0,0,0,0,1,0,0,9,2097,69,111,172,287,1156,1067,192
6301,6301131001,6301131001,TRAPICHE,Zona,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O´HIGGINS,63,COLCHAGUA,SAN FERNANDO,35941,37801,6158,5507,5166,5101,4805,5692,5121,4891,5138,5061,5190,4406,3461,2712,2154,1453,906,576,244,642,179,85,64,20959,47990,3010,5042,5191,8347,6982,22873,6327,4637,2171,6620,4273,3793,81,26,5,39,12,58,3,2,254,3811,81,26,5,39,12,58,3,2,236,0,8,8,2,0,2,6,0,25,8,3,0,192,31415,555,1415,2241,4949,6810,6838,2413
6302,6302052901,6302052901,UVA BLANCA,Zona,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O´HIGGINS,63,COLCHAGUA,CHÉPICA,7569,7453,1143,969,934,884,961,1100,988,970,1057,1087,1114,979,815,666,519,377,237,148,74,71,16,4,7,3650,10112,1020,831,1118,1449,1468,4084,1051,1204,584,1839,465,408,8,2,3,2,0,13,1,1,27,409,8,2,3,2,0,13,1,1,26,0,0,1,0,0,0,0,0,1,1,0,0,24,5603,138,265,425,906,2260,1930,453
6303,6303122016,6303122016,TRES PUENTES 1,Zona,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O´HIGGINS,63,COLCHAGUA,CHIMBARONGO,17732,17485,2711,2539,2453,2358,2470,2500,2227,2375,2553,2530,2692,2263,1668,1346,1032,710,425,254,111,116,18,15,19,9324,23264,1950,2019,2536,3708,3264,9712,2716,2558,1391,4579,1702,1552,18,11,0,9,3,5,1,1,102,1557,18,11,0,9,3,5,1,1,97,0,0,4,1,0,0,0,0,1,1,0,0,95,14644,251,527,909,2261,4545,3406,1012
6304,6304042021,6304042021,VILLA MANUEL LARRAÍN,Zona,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O´HIGGINS,63,COLCHAGUA,LOLOL,3449,3315,420,411,421,398,376,464,433,429,508,516,498,415,376,347,304,188,138,89,33,15,2,4,5,1547,4509,614,326,428,615,663,1802,471,556,253,929,174,147,0,1,0,0,0,4,1,3,18,148,0,1,0,0,0,4,1,3,17,0,0,0,1,0,0,0,0,0,0,0,0,17,2496,58,115,176,354,1102,1049,164
6305,6305062023,6305062023,YÁQUIL,Zona,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O´HIGGINS,63,COLCHAGUA,NANCAGUA,8826,9001,1376,1237,1231,1162,1243,1336,1152,1171,1267,1246,1383,1087,845,691,565,382,241,151,61,128,18,13,12,4656,11832,868,1057,1259,1774,1634,5065,1236,1244,716,2313,794,686,15,4,3,13,3,6,0,0,64,688,15,4,3,13,3,6,0,0,62,0,1,1,0,0,0,0,0,2,2,0,0,58,7291,141,337,474,1080,2133,1859,564
6306,6306052901,6306052901,VALLE HERMOSO,Zona,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O´HIGGINS,63,COLCHAGUA,PALMILLA,6315,6148,930,786,772,729,781,919,857,806,957,957,974,887,645,485,390,277,169,99,43,35,15,8,6,2946,8596,627,706,831,1209,1171,3624,857,984,506,1524,610,560,12,3,0,0,2,3,0,1,29,566,12,3,0,0,2,3,0,1,23,0,6,0,0,0,0,2,0,0,0,0,0,21,5039,85,244,292,698,1899,1342,315
6307,6307042014,6307042014,SANTA VICTORIA,Zona,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O´HIGGINS,63,COLCHAGUA,PERALILLO,5536,5469,755,665,753,627,644,801,750,710,804,862,836,734,557,517,374,276,189,110,41,32,13,6,4,2647,7536,624,563,709,1061,1015,3346,873,856,380,1286,363,326,10,2,1,1,0,1,1,0,21,326,10,2,1,1,0,1,1,0,21,0,0,0,0,0,0,0,0,0,1,0,0,20,4394,104,207,356,611,1529,1348,306
6308,6308042012,6308042012,VILLA ALEGRE,Zona,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O´HIGGINS,63,COLCHAGUA,PLACILLA,4431,4301,638,544,594,559,609,605,521,562,634,636,699,587,463,360,268,202,125,91,35,83,9,1,8,2196,5894,445,468,600,878,760,2392,632,684,383,1182,485,440,3,3,0,10,0,7,0,0,22,443,3,3,0,10,0,7,0,0,19,0,1,2,0,0,0,0,0,3,0,0,0,16,3571,59,177,186,478,1178,945,305
6309,6309052016,6309052016,SANTA TERESA,Localidad,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O´HIGGINS,63,COLCHAGUA,PUMANQUE,1751,1670,184,181,164,190,225,238,195,220,226,240,280,245,222,193,158,110,80,43,27,27,1,2,4,658,2479,244,145,233,332,327,902,237,343,127,478,118,99,0,0,0,14,0,2,2,0,1,99,0,0,0,14,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1293,55,41,87,211,555,557,112
6310,6310102007,6310102007,YÁQUIL,Zona,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O´HIGGINS,63,COLCHAGUA,SANTA CRUZ,18507,19205,2958,2535,2526,2320,2269,2861,2740,2609,2801,2777,2632,2326,1856,1529,1102,830,588,310,143,630,90,35,32,9763,25376,1876,2362,2574,3867,3669,10984,3329,2681,1309,3867,1453,1271,32,12,1,8,8,4,5,1,111,1280,32,12,1,8,8,4,5,1,102,0,1,6,2,0,0,1,0,5,1,3,0,92,15827,241,755,1208,2363,4173,4125,1084
7101,7101162019,7101162019,TALCA,Zona,7,REGIÓN DEL MAULE,71,TALCA,TALCA,105181,114293,16748,14073,14337,18024,20036,17393,14528,13523,14502,13965,14543,12870,10705,8443,6437,4235,2761,1611,740,2795,465,305,297,69671,136502,8867,13014,16362,25837,23206,65467,24464,12840,6286,16619,9243,8091,187,37,18,77,26,122,15,13,657,8164,187,37,18,77,26,122,15,13,584,0,31,39,3,4,1,2,1,26,25,22,0,503,89196,1462,3845,7080,24755,19931,20836,6786
7102,7102072055,7102072055,VIÑALES,Zona,7,REGIÓN DEL MAULE,71,TALCA,CONSTITUCIÓN,22962,23031,4056,3388,3391,2992,3239,3645,3200,3158,3374,3148,3235,2669,2236,1600,1136,734,419,252,121,216,33,30,30,12699,29657,2490,3023,3119,5073,4143,13071,3839,2740,1530,5411,2404,2183,14,9,4,9,1,27,3,4,150,2190,14,9,4,9,1,27,3,4,143,0,2,3,2,0,0,2,0,8,2,0,0,131,18542,417,817,1452,2785,5945,3686,1384
7103,7103112901,7103112901,TRAPICHE,Zona,7,REGIÓN DEL MAULE,71,TALCA,CUREPTO,4843,4584,511,533,530,536,501,499,513,566,640,682,705,738,652,522,423,403,258,145,70,9,2,2,4,2032,6566,628,410,634,915,962,2292,762,1069,299,1178,592,541,1,0,0,0,0,2,0,2,46,543,1,0,0,0,0,2,0,2,44,0,0,1,1,0,0,0,0,0,0,0,0,44,3158,204,139,265,579,1606,1682,222
7104,7104052901,7104052901,VILLA PRAT,Zona,7,REGIÓN DEL MAULE,71,TALCA,EMPEDRADO,2197,1942,304,301,289,256,281,296,294,301,314,327,261,237,192,163,125,95,53,37,13,7,0,2,0,1031,2729,292,285,301,441,375,1040,251,275,162,643,146,140,0,1,1,0,0,0,0,0,4,140,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,1700,57,35,83,207,632,387,112
7105,7105082901,7105082901,VISTA HERMOSA,Zona,7,REGIÓN DEL MAULE,71,TALCA,MAULE,24231,25425,5245,4542,3866,3577,3613,4134,4322,4069,3602,3165,2753,2064,1627,1183,805,526,306,176,81,251,83,73,47,16603,29569,2356,4220,3562,5237,4701,14918,4103,2361,1502,5038,2203,1963,32,5,7,9,12,44,0,0,131,1983,32,5,7,9,12,44,0,0,111,0,4,13,3,0,0,2,1,3,5,3,0,97,19759,382,944,1536,4015,5069,2949,1305
7106,7106032020,7106032020,SANTA ROSA,Zona,7,REGIÓN DEL MAULE,71,TALCA,PELARCO,4229,4188,670,553,526,550,606,620,488,500,569,613,616,500,446,399,282,209,161,72,37,21,10,7,5,2210,5399,647,488,534,852,787,2274,513,509,349,1183,239,214,8,1,0,2,0,2,1,0,11,214,8,1,0,2,0,2,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,11,3243,113,124,228,581,1214,948,171
7107,7107072901,7107072901,TUTUCURA,Zona,7,REGIÓN DEL MAULE,71,TALCA,PENCAHUE,4239,4001,543,527,531,540,520,482,455,509,633,637,647,558,480,384,317,211,133,89,44,15,11,6,3,2091,5377,639,425,584,818,758,2250,593,571,274,1092,171,151,2,2,0,0,0,1,0,0,15,151,2,2,0,0,0,1,0,0,15,0,0,0,0,0,0,0,0,0,1,0,0,14,3348,154,106,169,616,1078,1032,172
7108,7108062020,7108062020,TRES ÁLAMOS,Zona,7,REGIÓN DEL MAULE,71,TALCA,RÍO CLARO,7177,6611,1004,918,865,883,1015,955,818,891,999,1012,1118,889,751,600,464,309,169,80,48,19,16,4,6,3541,8906,960,735,918,1296,1257,3519,854,996,534,2266,657,597,3,2,2,0,0,4,1,0,48,618,3,2,2,0,0,4,1,0,27,0,20,1,0,0,0,0,0,0,0,0,0,27,5955,131,213,263,834,1838,1359,334
7109,7109142036,7109142036,VILCHES CENTRO,Zona,7,REGIÓN DEL MAULE,71,TALCA,SAN CLEMENTE,21665,21587,3624,3088,2906,3062,3197,3122,2650,2652,3047,3096,3033,2637,2208,1768,1329,886,524,300,123,161,30,34,39,11867,27699,2818,2564,3012,4319,4041,11573,2868,2628,1711,6249,1814,1619,36,13,1,7,4,15,2,3,114,1634,36,13,1,7,4,15,2,3,99,0,13,2,0,1,0,0,0,2,2,1,0,93,15790,453,762,1555,3098,6621,4213,1150
7110,7110022018,7110022018,SANTA VICTORIA,Zona,7,REGIÓN DEL MAULE,71,TALCA,SAN RAFAEL,4563,4620,775,702,669,651,676,661,521,511,630,643,647,550,471,398,301,191,101,64,21,26,8,2,4,2617,5704,658,577,629,916,809,2533,563,596,333,1325,473,441,6,2,0,1,0,0,0,0,23,445,6,2,0,1,0,0,0,0,19,0,2,2,0,0,0,0,0,0,1,0,0,18,3471,81,156,290,646,1261,939,193
7201,7201182076,7201182076,ÑIQUÉN,Zona,7,REGIÓN DEL MAULE,72,CAUQUENES,CAUQUENES,18662,20800,3071,2652,2730,2412,2234,2528,2296,2470,2588,2781,2812,2603,2107,1787,1524,1235,816,519,297,66,25,14,16,10184,26023,2366,2309,2654,4108,3783,10717,2884,3248,1248,4637,1086,976,9,3,1,1,3,2,0,3,88,980,9,3,1,1,3,2,0,3,84,0,2,1,1,0,0,0,0,0,0,2,0,82,14355,491,599,1150,2315,4809,5446,1534
7202,7202062030,7202062030,TENEQUÍN,Zona,7,REGIÓN DEL MAULE,72,CAUQUENES,CHANCO,4434,4461,657,591,589,517,483,576,560,544,588,677,701,624,474,398,334,261,171,113,37,10,1,2,1,1978,6101,645,385,515,872,814,2039,624,1050,299,1428,254,228,3,1,1,1,0,4,0,1,15,228,3,1,1,1,0,4,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,15,3118,177,109,228,422,1563,1134,235
7203,7203032027,7203032027,TREGUALEMU,Zona,7,REGIÓN DEL MAULE,72,CAUQUENES,PELLUHUE,3724,3746,586,492,491,360,431,529,525,484,478,530,513,463,403,408,311,222,129,83,32,42,11,2,10,1745,5059,475,441,429,694,661,1837,616,688,248,1075,265,239,3,1,7,0,0,0,4,0,11,241,3,1,7,0,0,0,4,0,9,0,2,0,0,0,0,0,0,2,0,0,0,7,2686,168,142,178,348,1114,937,230
7301,7301181006,7301181006,ZAPALLAR 2,Zona,7,REGIÓN DEL MAULE,73,CURICÓ,CURICÓ,72096,76223,12085,10633,10069,10265,10784,11974,10587,10246,10748,10035,10445,8730,6872,5255,3836,2717,1634,969,435,1729,313,219,194,44089,94384,6202,9843,10234,16287,14485,44802,14073,8879,4697,13452,9220,8413,133,36,6,60,17,46,16,8,485,8445,133,36,6,60,17,46,16,8,453,0,10,12,10,0,6,4,1,21,8,32,0,381,64702,1170,2536,3925,11641,13872,11951,4863
7302,7302042901,7302042901,TILICURA,Zona,7,REGIÓN DEL MAULE,73,CURICÓ,HUALAÑÉ,4881,4773,636,614,614,586,573,617,542,562,691,723,742,641,614,502,381,262,189,116,49,18,10,7,5,2403,6473,619,527,699,1109,973,2459,744,807,349,1205,544,464,1,3,0,2,8,0,2,1,63,474,1,3,0,2,8,0,2,1,53,4,0,6,0,0,0,0,0,1,0,0,0,52,3614,118,144,268,695,1367,1354,270
7303,7303032901,7303032901,QUELMÉN,Zona,7,REGIÓN DEL MAULE,73,CURICÓ,LICANTÉN,3353,3299,441,455,415,386,360,471,431,401,471,490,556,490,372,313,226,164,96,77,37,11,10,5,2,1630,4621,312,387,453,654,722,1871,503,589,250,764,986,922,15,1,0,3,1,2,0,0,42,931,15,1,0,3,1,2,0,0,33,0,1,1,7,0,0,0,0,1,0,0,0,32,2742,93,148,177,406,801,776,190
7304,7304102901,7304102901,TRES ESQUINAS,Zona,7,REGIÓN DEL MAULE,73,CURICÓ,MOLINA,22570,23277,3768,3259,2978,3164,3253,3437,3109,3183,3100,3022,3299,2803,2346,1830,1339,935,544,340,138,182,29,27,28,12780,29570,2683,3002,3332,4755,4425,13922,3305,2737,1469,4909,2896,2626,33,8,0,46,6,20,3,2,152,2637,33,8,0,46,6,20,3,2,141,0,1,9,1,0,0,0,0,3,3,0,0,135,19094,275,681,1235,3131,5249,4374,1758
7305,7305042901,7305042901,TRICAO,Zona,7,REGIÓN DEL MAULE,73,CURICÓ,RAUCO,5231,5242,770,727,703,718,673,773,615,677,773,777,767,636,542,445,345,242,167,89,34,35,7,6,8,2816,6856,635,643,696,1024,950,3049,762,824,332,1371,432,390,10,2,1,1,4,4,1,0,19,390,10,2,1,1,4,4,1,0,19,0,0,0,0,0,0,0,0,0,3,0,0,16,4129,93,152,281,728,1335,1246,332
7306,7306052025,7306052025,TRES ESQUINAS,Zona,7,REGIÓN DEL MAULE,73,CURICÓ,ROMERAL,6390,6275,1013,870,869,841,850,990,851,871,1006,979,944,756,542,491,328,221,144,63,36,54,16,5,18,3434,8259,755,821,899,1357,1138,3463,866,838,545,1719,1010,955,5,3,2,2,4,2,0,0,37,959,5,3,2,2,4,2,0,0,33,0,3,1,0,0,0,0,0,1,0,0,0,32,5558,105,260,352,830,1589,969,324
7307,7307092020,7307092020,VILLA PRAT 1,Zona,7,REGIÓN DEL MAULE,73,CURICÓ,SAGRADA FAMILIA,9366,9154,1319,1224,1251,1165,1270,1389,1207,1262,1248,1404,1419,1219,1027,746,575,388,236,136,35,46,9,3,10,4938,12283,960,1129,1309,1837,1807,5079,1307,1278,779,2519,860,796,7,1,1,3,6,1,1,2,42,799,7,1,1,3,6,1,1,2,39,0,3,0,0,0,0,0,0,2,0,1,0,36,7723,121,266,422,1207,2633,1815,450
7308,7308072030,7308072030,VILUCO ALTO,Zona,7,REGIÓN DEL MAULE,73,CURICÓ,TENO,14751,14146,2182,1976,1892,1939,2094,2186,1879,1830,1919,2207,2266,1819,1430,1162,842,611,374,207,82,112,22,20,8,7636,18914,1795,1723,1990,2945,2656,8255,1929,1839,1130,3951,1510,1390,13,5,1,4,2,11,0,0,84,1392,13,5,1,4,2,11,0,0,82,0,2,0,0,0,0,0,3,0,0,9,0,70,12107,260,458,715,1840,3888,2691,828
7309,7309042016,7309042016,ZAPALLAR,Zona,7,REGIÓN DEL MAULE,73,CURICÓ,VICHUQUÉN,2217,2105,262,265,267,186,222,285,241,265,322,357,392,290,286,217,184,131,87,49,14,21,4,4,8,898,3121,224,206,253,409,401,1085,357,529,166,596,528,506,3,1,0,1,0,3,0,0,14,511,3,1,0,1,0,3,0,0,9,0,0,1,4,0,0,0,0,1,1,0,0,7,1887,56,49,104,175,570,557,114
7401,7401112041,7401112041,YUNGAY 4,Zona,7,REGIÓN DEL MAULE,74,LINARES,LINARES,44383,48682,7652,6720,6386,6377,6098,6865,6423,6084,6185,6433,6642,5698,4687,3715,2732,2013,1242,758,355,513,155,88,90,27232,60147,3832,6332,6790,10350,9459,26935,8659,6064,3058,8856,3842,3466,46,13,5,11,9,34,5,7,246,3487,46,13,5,11,9,34,5,7,225,0,8,9,4,3,1,1,1,19,15,2,0,183,36598,728,1649,3595,7225,10137,9350,2798
7402,7402092901,7402092901,SEMILLERO,Zona,7,REGIÓN DEL MAULE,74,LINARES,COLBÚN,10173,10525,1662,1538,1448,1400,1450,1494,1368,1228,1399,1333,1418,1269,1136,928,687,446,251,161,82,86,28,19,17,5859,13324,994,1332,1429,2199,1877,5620,1423,1554,894,2606,946,847,13,2,4,9,2,12,4,1,52,854,13,2,4,9,2,12,4,1,45,0,3,3,1,0,0,0,0,1,0,0,0,44,7148,210,340,796,1460,3234,2178,677
7403,7403102020,7403102020,VILLA LONGAVÍ,Zona,7,REGIÓN DEL MAULE,74,LINARES,LONGAVÍ,15442,15019,2369,2053,1997,1915,1979,2223,1961,1918,2155,2223,2360,2037,1598,1330,1016,618,378,213,118,107,11,14,12,7518,20140,1984,1716,1996,2989,2668,8009,1946,2355,1409,4115,1515,1403,8,4,6,1,2,8,0,0,83,1406,8,4,6,1,2,8,0,0,80,0,3,0,0,0,0,0,1,0,1,10,0,68,10744,544,462,1043,1685,5250,3103,958
7404,7404142073,7404142073,YIYAHUE,Zona,7,REGIÓN DEL MAULE,74,LINARES,PARRAL,20150,21460,3494,2991,2867,2527,2481,2942,2659,2550,2894,3046,3046,2532,2188,1706,1448,1083,626,359,171,129,47,19,77,11428,26948,2449,2749,2872,4400,3927,11025,3409,3135,1640,4749,1341,1174,16,5,2,21,4,11,2,1,105,1179,16,5,2,21,4,11,2,1,100,0,1,4,0,0,0,1,0,7,3,0,0,89,15158,485,613,1520,2744,5625,4718,1330
7405,7405072045,7405072045,VISTA ALBA,Zona,7,REGIÓN DEL MAULE,74,LINARES,RETIRO,10044,9910,1554,1357,1327,1202,1227,1275,1163,1197,1456,1557,1608,1401,1072,911,667,471,267,160,82,39,10,5,13,4828,13364,1332,1068,1309,1912,1805,5233,1370,1786,901,2705,597,525,17,9,0,1,1,9,3,0,32,527,17,9,0,1,1,9,3,0,30,0,2,0,0,0,0,0,0,0,2,0,0,28,6591,336,308,637,1095,3798,2278,648
7406,7406152027,7406152027,VILLAVICENCIO,Zona,7,REGIÓN DEL MAULE,74,LINARES,SAN JAVIER,21830,23376,3705,3191,3279,3215,3289,3292,2779,2650,3109,3238,3096,2588,2226,1861,1472,1049,611,368,188,159,32,21,29,12986,28703,2451,2877,3397,4866,4386,12489,3467,3109,1712,5094,1555,1376,39,5,1,5,2,11,0,0,116,1386,39,5,1,5,2,11,0,0,106,0,0,10,0,0,0,0,0,5,4,3,0,94,16592,371,747,1408,3564,5999,4898,1407
7407,7407062901,7407062901,VIZNAGA,Zona,7,REGIÓN DEL MAULE,74,LINARES,VILLA ALEGRE,7852,8321,1268,1049,1141,1070,1069,1078,1043,924,1089,1160,1176,1003,893,723,630,412,228,150,67,25,13,7,8,4321,10768,716,1031,1144,1510,1491,4611,1254,1202,664,1961,544,487,7,2,0,3,1,1,2,2,39,487,7,2,0,3,1,1,2,2,39,0,0,0,0,0,0,0,0,0,2,0,0,37,6004,152,270,418,1056,2169,2019,563
7408,7408072021,7408072021,YERBAS BUENAS 1,Zona,7,REGIÓN DEL MAULE,74,LINARES,YERBAS BUENAS,9068,8902,1479,1249,1294,1211,1195,1245,1161,1143,1238,1369,1303,1111,952,736,566,345,194,118,61,34,4,8,7,4711,11882,959,1129,1198,1696,1704,4756,1248,1261,966,2491,703,633,10,4,2,2,10,10,0,0,32,633,10,4,2,2,10,10,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,32,6485,177,256,621,1195,2931,1736,468
8101,8101322025,8101322025,VALLE NONGUÉN,Zona,8,REGIÓN DEL BIOBÍO,81,CONCEPCIÓN,CONCEPCIÓN,106714,115340,14246,11648,11523,20073,25202,20015,15557,13161,13480,13711,14130,12856,10653,8490,6574,4686,3159,1888,1002,2606,604,446,414,75049,136390,6729,11297,17879,29595,27208,63169,28563,14847,5381,11613,19376,17819,185,53,33,125,47,101,36,23,954,17984,185,53,33,125,47,101,36,23,789,10,41,110,4,4,7,19,2,48,37,40,1,631,91206,1469,3972,7709,33396,17989,20627,7589
8102,8102112008,8102112008,VILLA MORA 5,Zona,8,REGIÓN DEL BIOBÍO,81,CONCEPCIÓN,CORONEL,53967,58520,10137,8686,8074,8199,8542,9111,7850,6811,7238,7767,8004,6570,5216,3603,2738,1812,1169,699,261,242,126,131,83,36287,69076,4891,7984,9386,14126,12461,33616,8358,6115,3202,9375,13301,12481,152,47,9,29,12,22,16,5,528,12515,152,47,9,29,12,22,16,5,494,8,17,7,2,3,0,5,0,8,24,14,0,440,39544,647,2072,4820,10951,13482,9776,3813
